open_time,open,high,low,close,volume,n_trades
2023-06-10 08:15:00+00:00,236.98,238.49,236.58,238.39,50461.43,16852
2023-06-10 08:30:00+00:00,238.39,239.0,237.45,238.43,47729.11,17701
2023-06-10 08:45:00+00:00,238.44,239.52,237.96,239.03,40506.26,16443
2023-06-10 09:00:00+00:00,239.02,239.08,237.8,238.55,33946.88,12765
2023-06-10 09:15:00+00:00,238.56,238.56,237.23,237.67,28033.88,11954
2023-06-10 09:30:00+00:00,237.67,238.43,237.41,238.11,20745.82,9337
2023-06-10 09:45:00+00:00,238.11,238.66,236.8,237.33,26230.22,9735
2023-06-10 10:00:00+00:00,237.33,237.89,236.57,236.76,32457.62,10918
2023-06-10 10:15:00+00:00,236.77,237.5,236.3,236.93,23870.95,8606
2023-06-10 10:30:00+00:00,236.93,237.8,236.53,237.19,22524.06,8287
