low_q,high_q,mid_q,adx_threshold,atr_stop_multiple,beta_window,pct_lookback,max_hold_bars,n_trades,n_is,n_oos,is_sharpe,oos_sharpe,min_sharpe
0.01,0.7,0.4,25.0,6.0,400,2500,150,885,743,142,0.006025066011110443,0.21782580520480246,0.006025066011110443
0.01,0.7,0.4,25.0,6.0,400,2500,300,647,542,105,0.2544887581525291,0.4306212491844006,0.2544887581525291
0.01,0.7,0.4,25.0,6.0,500,750,150,1081,918,163,-0.36888376122234856,-1.6621245893175367,-1.6621245893175367
0.01,0.7,0.4,25.0,6.0,500,750,300,820,692,128,-0.11208959450028849,-1.96633577475306,-1.96633577475306
0.01,0.7,0.4,25.0,6.0,500,1500,150,958,812,146,-0.05188945604610858,-0.5781256381521054,-0.5781256381521054
0.01,0.7,0.4,25.0,6.0,500,1500,300,719,604,115,0.1555364733772855,0.6402974959196727,0.1555364733772855
0.01,0.7,0.4,25.0,6.0,500,2500,150,872,735,137,-0.10164856262258992,-1.5828902720588167,-1.5828902720588167
0.01,0.7,0.4,25.0,6.0,500,2500,300,646,537,109,-0.030964863115840166,-0.4554611565661294,-0.4554611565661294
0.01,0.7,0.4,25.0,10.0,100,750,150,1317,1118,199,0.3707010500271699,0.6282255180681884,0.3707010500271699
0.01,0.7,0.4,25.0,10.0,100,750,300,1216,1026,190,0.3634557157736082,1.061548244690388,0.3634557157736082
0.01,0.7,0.4,25.0,10.0,100,1500,150,1190,1014,176,0.07707417004105882,1.5757048983595965,0.07707417004105882
0.01,0.7,0.4,25.0,10.0,100,1500,300,1073,910,163,0.29783772430335587,1.4754487755025458,0.29783772430335587
0.01,0.7,0.4,25.0,10.0,100,2500,150,1123,958,165,0.496436194036532,1.3342972245149636,0.496436194036532
0.01,0.7,0.4,25.0,10.0,100,2500,300,991,839,152,0.5812034164887486,1.256461259037092,0.5812034164887486
